file,species,angular_second_moment,contrast,correlation,variance,idm,sum_average,sum_variance,sum_entropy,entropy,difference_variance,difference_entropy,information_measure_of_correlation_1,information_measure_of_correlation_2
CBTS3 (80),Cow,7.609120695,0.646175944,0.782031697,17.94635931,10.43951132,18.75742909,8.266013704,10.2718702,5.915908683,12.67597587,-4.036178584,-16.14076892,20.92399272
CBTS3 (81),Cow,6.412250149,0.902905587,0.896715964,17.54405077,11.06339649,18.33872261,7.545166245,11.73865016,6.883995951,11.24445119,-2.935449391,-13.82608864,20.56787095
CBTS3 (82),Cow,8.083102286,0.720349356,0.567967619,15.73253318,13.94245411,16.45180778,5.991617084,11.0742647,6.412710801,12.1501788,-3.631547197,-15.4680133,21.05775141
CBTS3 (83),Cow,7.808402981,0.911710161,0.606783666,15.99073802,13.38446975,16.72016974,6.142857469,11.39781207,6.717328107,11.15160632,-2.864105006,-13.0149733,19.91592567
CBTS3 (84),Cow,7.192927009,0.646998586,0.782340712,17.40672897,11.1805061,18.19571294,7.618173103,10.77769219,6.191946326,12.66247209,-4.025785582,-16.67733277,21.47674324
CBTS3 (85),Cow,7.534032573,0.588303998,0.744303933,17.40041713,11.11816154,18.18808393,7.658779643,10.53713661,6.0224294,12.97332371,-4.268398645,-17.30019164,21.6207937
CBTS3 (86),Cow,6.730007693,0.826508718,0.842269743,17.44796643,11.13110235,18.23887454,7.552443008,11.23747653,6.557750803,11.6579386,-3.253435548,-14.38156521,20.58956254
CBTS9 (1),Cow,5.672483361,1.384735913,1.258305618,19.45657892,9.225490305,20.33017294,9.165061354,13.5945108,8.218596479,9.680543436,-1.604507478,-12.29957624,20.72690872
CBTS9 (10),Cow,6.490101246,1.113202631,1.249820808,20.91338003,7.634913179,21.84795881,11.26981528,11.58925586,6.929531438,10.55541557,-2.371623497,-11.76776624,19.29648321
CBTS9 (101),Cow,8.235510625,1.072928199,0.857071652,19.60116183,8.770244805,20.48121708,9.835106355,11.20611118,6.722626466,10.88297263,-2.562458613,-12.0096634,19.26318796
CBTS9 (102),Cow,7.741879425,1.04366627,0.933672851,19.8021726,8.595677275,20.69057588,10.00207727,11.48939251,6.848408516,11.06971479,-2.704612071,-13.01933536,20.04280143
CBTS9 (104),Cow,7.013193066,1.126395916,1.111554077,20.5429511,7.902530174,21.46176222,10.85442173,11.45637453,6.879094202,10.55738922,-2.345115835,-11.49201622,19.05628129
CBTS9 (105),Cow,7.11053645,1.068442482,1.114456445,20.72332639,7.761362341,21.64940586,11.1411255,11.18483187,6.686927917,10.82994376,-2.555939453,-11.89005394,19.15092737
CBTS9 (107),Cow,6.992642736,1.079311417,1.112834966,20.51439225,7.957023957,21.43163889,10.80490122,11.55348674,6.897925438,10.78243964,-2.516360446,-12.30779828,19.63140394
CBTS9 (108),Cow,6.481763658,1.13876656,1.240755169,20.81198797,7.756479923,21.74203041,11.10806427,11.78352868,7.059501217,10.59481776,-2.358302491,-12.1629453,19.68149982
CBTS9 (109),Cow,6.392053834,1.158315896,1.27022088,20.91058428,7.657748167,21.84490908,11.24444748,11.69464426,7.025649318,10.46548606,-2.264776796,-11.73879773,19.36414121
CBTS9 (110),Cow,7.321301781,1.026833194,1.062065031,20.53677665,7.907200156,21.45520016,10.91295574,11.21261977,6.675774101,11.03198496,-2.712882292,-12.434789,19.50482189
CBTS9 (111),Cow,6.90894449,1.084348145,1.13021767,20.54223692,7.945035847,21.46055685,10.82749572,11.60092529,6.929515412,10.79126002,-2.51650627,-12.37707227,19.70557302
CBTS9 (112),Cow,7.306401417,1.024194538,1.006201785,19.94066034,8.498605576,20.83417062,10.09761233,11.75446047,6.974723393,10.98960692,-2.680634906,-13.15093245,20.2400419
CBTS9 (113),Cow,6.087257332,1.270617897,1.219251003,19.91671329,8.658434072,20.80858215,9.811214719,12.89990974,7.770397779,10.02649026,-1.904813758,-12.16047945,20.28780973
CBTS9 (114),Cow,6.980401548,1.092644393,1.024145495,19.62013084,8.897943552,20.500482,9.629783562,12.25621841,7.302884202,10.81327864,-2.510921225,-13.20776724,20.56152349
CBTS9 (115),Cow,8.495933401,0.913987943,0.827017642,19.57187348,8.756370374,20.45054366,9.89361179,10.82200822,6.41156497,11.60854094,-3.143321363,-13.4340577,19.88167309
CBTS9 (117),Cow,7.298577392,1.08085969,1.05681666,20.45142664,7.986548729,21.36622147,10.78745421,11.30698904,6.767879374,10.82554327,-2.543450495,-12.00422713,19.30661041
CBTS9 (119),Cow,6.391847543,1.138215543,1.221599318,20.48413943,8.052759146,21.40042,10.63038899,12.16078764,7.269900186,10.53967036,-2.320707634,-12.5138281,20.09842535
CBTS9 (120),Cow,6.273518601,1.171101744,1.299184288,20.93758046,7.649141778,21.87297486,11.24844013,11.8133743,7.096986064,10.39404352,-2.210739698,-11.73093542,19.42283777
CBTS9 (121),Cow,6.630894295,1.064282716,1.229271082,20.97079689,7.606303546,21.90734664,11.38513588,11.45212902,6.829912242,10.98249135,-2.650222271,-12.77960325,19.87423451
CBTS9 (122),Cow,7.200716422,0.992988545,1.112791011,20.84590029,7.654144961,21.77684587,11.34683173,10.97500058,6.524272494,11.1986622,-2.837700438,-12.66718723,19.50976906
CBTS9 (123),Cow,6.934667552,1.044356978,1.171790635,20.97234737,7.571006596,21.90944393,11.46455978,11.12191877,6.632902707,11.00480187,-2.686288773,-12.34060864,19.40042483
CBTS9 (124),Cow,6.748526214,1.048784491,1.208010692,20.9864818,7.58132777,21.92353486,11.44029654,11.29921756,6.737852776,10.99151938,-2.664435126,-12.59766579,19.66963656
CBTS9 (125),Cow,7.487972375,0.960280847,1.056151875,20.726464,7.74863496,21.65300097,11.22959598,10.87456111,6.443410706,11.2997156,-2.930151575,-12.83925995,19.53830529
CBTS9 (126),Cow,7.771077841,0.91774415,0.972312386,20.25205175,8.203874526,21.15890434,10.61070006,11.15493511,6.581085973,11.72775703,-3.216330625,-14.33024076,20.58013593
CBTS9 (127),Cow,7.207613465,1.15104795,0.948759003,19.20169788,9.296297119,20.0651453,9.186069993,12.16904649,7.299075529,10.63885683,-2.352023668,-12.70019475,20.24167599
CBTS9 (128),Cow,8.381805977,0.956159882,0.825820219,19.41401685,8.931233919,20.28630538,9.678766373,10.99152466,6.533203801,11.49247388,-3.034163576,-13.31128164,19.92419881
CBTS9 (13),Cow,6.330998111,1.239307132,1.214807157,20.3246835,8.195339588,21.23535504,10.40225074,12.31339457,7.424684076,10.05928492,-1.960714749,-11.47840412,19.53734582
CBTS9 (130),Cow,6.669756426,1.222051095,1.091020361,19.78641442,8.666913746,20.673033,9.766540927,12.40281551,7.468075468,10.2613184,-2.07627679,-12.03470916,19.95487402
CBTS9 (131),Cow,6.459079824,1.277982854,1.178059078,20.23066545,8.243330329,21.13679638,10.29008728,12.30364471,7.440323578,10.03826776,-1.912193776,-11.3643781,19.47052403
CBTS9 (132),Cow,7.254259945,1.127641518,1.030548547,20.10332716,8.428488459,21.00356079,10.27128106,11.83455131,7.084754179,10.68283925,-2.41158523,-12.45271664,19.89479759
CBTS9 (133),Cow,7.103909002,1.084278302,1.069086014,20.26922006,8.159584903,21.17677945,10.49468856,11.64282645,6.96026344,10.81950976,-2.527150718,-12.40777339,19.75395426
CBTS9 (135),Cow,6.548528935,1.110757995,1.231106524,20.84689223,7.703998803,21.77844541,11.18195808,11.64900351,6.965727336,10.75153176,-2.478333477,-12.39765694,19.75276488
CBTS9 (136),Cow,6.111596741,1.184101004,1.31205966,20.74404739,7.810973568,21.67098258,10.93943246,12.12248851,7.27541906,10.31571473,-2.156472639,-11.90960073,19.7054903
CBTS9 (137),Cow,6.263154146,1.155979911,1.25342467,20.53262266,7.991280306,21.45056836,10.68053067,12.16904994,7.28581958,10.4691414,-2.268963954,-12.32057352,19.98738415
CBTS9 (14),Cow,7.182710544,1.11009445,1.042735826,20.13711127,8.2626652,21.03934928,10.33242384,11.65223158,6.974127343,10.52191847,-2.345741764,-11.68626168,19.28072283
CBTS9 (142),Cow,7.386342093,1.134013097,1.016001471,20.17756125,8.199749448,21.0814519,10.4506813,11.3546105,6.845912367,10.74791754,-2.442194221,-11.7306195,19.19248983
CBTS9 (144),Cow,6.393332544,1.232260369,1.207796715,20.37435706,8.139633504,21.28599761,10.495135,12.16851065,7.347383167,10.28487376,-2.085256953,-11.80842774,19.69857676
CBTS9 (145),Cow,7.100862239,1.149356108,1.03566031,19.93412268,8.502130893,20.82796154,10.04656866,11.91305395,7.146705854,10.57942956,-2.338704694,-12.12365152,19.732715
CBTS9 (148),Cow,8.151456383,1.007314899,0.893114784,19.91174743,8.44297429,20.80393933,10.22453969,11.04165363,6.586298414,11.16391398,-2.795146412,-12.51444661,19.47076528
CBTS9 (149),Cow,7.46127518,1.066156939,1.02382943,20.36404695,8.049800083,21.27566883,10.69380897,11.25979207,6.736660444,10.791168,-2.52762487,-11.81066795,19.14287593
CBTS9 (15),Cow,7.395876075,0.881877821,1.034088981,20.35279065,8.108817647,21.26360365,10.67951178,11.34116348,6.65905213,11.63288702,-3.188136907,-14.29944681,20.63679808
CBTS9 (151),Cow,7.328186736,1.109035108,0.991183913,19.83480913,8.528658909,20.72410185,9.976373171,11.69285304,7.006179327,10.60825559,-2.380704722,-11.91001174,19.46259262
CBTS9 (152),Cow,7.415215043,1.109520155,0.973920868,19.78269691,8.57766279,20.66970188,9.926649547,11.65524353,6.988767607,10.62442116,-2.384122434,-11.92434673,19.45770022
CBTS9 (153),Cow,8.306289325,1.013422609,0.820921607,19.27239764,9.033133088,20.13833319,9.510195825,10.99445718,6.572914307,11.08163547,-2.733291856,-12.22576678,19.26527765
CBTS9 (154),Cow,8.914665025,0.996709828,0.782754478,19.54128188,8.715360758,20.41839467,9.929490164,10.46672853,6.268450124,11.16605616,-2.802959036,-11.65531808,18.57179143
CBTS9 (156),Cow,7.352881753,1.166728556,0.903849336,18.95970602,9.406213099,19.81286339,8.992252648,11.76896711,7.101758775,10.43390198,-2.217614926,-11.59221705,19.33235401
CBTS9 (157),Cow,7.776714044,0.99592211,0.914050091,19.64669665,8.676318414,20.52891983,9.862525112,11.29430528,6.716775409,11.21825239,-2.829864076,-13.02517032,19.92011828
CBTS9 (158),Cow,8.392900966,0.866181697,0.853359913,19.76298011,8.530411149,20.6494734,10.13344546,10.7099973,6.305097148,11.75034805,-3.272193441,-13.72505199,19.95491729
CBTS9 (159),Cow,7.86019636,1.038039724,0.924084643,19.87834789,8.435120178,20.76959606,10.1602862,11.11686221,6.652233655,11.00969778,-2.672365905,-12.10867067,19.26381573
CBTS9 (16),Cow,7.096740994,1.006461217,1.106095714,20.61468553,7.85721705,21.53695659,10.9791306,11.33530406,6.728604153,11.07573817,-2.760156226,-12.76482058,19.76891941
CBTS9 (160),Cow,7.326521011,1.240657505,1.005664684,19.99381944,8.343786865,20.88895869,10.17599868,11.56180441,7.027982246,10.11441088,-1.979676073,-10.3479044,18.35982265
CBTS9 (161),Cow,8.140281121,1.079932276,0.858523176,19.51561342,8.748067397,20.39222581,9.773554217,10.98631769,6.613334479,10.8005391,-2.512296696,-11.31785508,18.67931122
CBTS9 (163),Cow,7.261448496,1.189801282,1.044667602,20.28775874,8.082426195,21.19630839,10.56581106,11.37120513,6.878038272,10.28839152,-2.128647802,-10.61524136,18.42054899
CBTS9 (164),Cow,8.623125666,0.940347347,0.840198078,19.90277722,8.368307891,20.79532447,10.34000668,10.48097298,6.229797585,11.37970387,-2.984917751,-12.24354657,18.93147657
CBTS9 (166),Cow,8.219379867,0.935652092,0.832374553,19.30183552,8.982858143,20.16895733,9.563218185,10.90308855,6.472036222,11.4174503,-3.002138617,-12.8960891,19.60415474
CBTS9 (167),Cow,9.460975806,0.894260104,0.728559862,19.44299996,8.809487449,20.31608044,9.927879774,10.03102794,5.964474537,11.66175267,-3.186354473,-12.42572954,18.77280137
CBTS9 (168),Cow,8.89928128,1.033321185,0.785522837,19.55979005,8.706107963,20.43776929,9.944666901,10.4856862,6.299155958,11.00775313,-2.679808627,-11.17002191,18.25802286
CBTS9 (169),Cow,8.53841077,1.076793051,0.865484995,20.10213071,8.211634226,21.00282924,10.54625765,10.57486531,6.375934276,10.82168155,-2.529946608,-10.76042501,18.03801278
CBTS9 (17),Cow,7.767813985,0.818759603,0.94133434,19.89316906,8.768448452,20.78584147,10.14191612,11.46266259,6.673913418,12.00367514,-3.480054966,-15.53267935,21.32456951
CBTS9 (170),Cow,8.13897323,1.088418662,0.894454987,19.92888827,8.357038583,20.82193051,10.26499968,10.88289551,6.550263467,10.67807735,-2.440589344,-10.83891999,18.27003215
CBTS9 (171),Cow,7.087740914,1.198272145,1.102453315,20.58565662,7.832861636,21.50641683,10.93840806,11.28021125,6.826353355,10.18885577,-2.074408031,-10.24732184,18.09206264
CBTS9 (173),Cow,7.838745432,1.159480011,0.928520574,19.90383325,8.411584537,20.79616401,10.1620844,11.20251449,6.772828737,10.45788861,-2.247969368,-10.71937005,18.3983042
CBTS9 (174),Cow,8.842238101,0.982593012,0.806456049,19.75617382,8.500219047,20.64249471,10.18582434,10.41269921,6.232216108,11.25455616,-2.868963554,-11.70669307,18.56960137
CBTS9 (176),Cow,8.950874127,0.923731571,0.773992914,19.4672126,8.787182178,20.34230972,9.874415083,10.37082824,6.164027001,11.58560244,-3.11595736,-12.73785544,19.18682691
CBTS9 (178),Cow,7.39867156,1.118464425,0.994194497,19.97503354,8.365720918,20.87008641,10.19459816,11.43263335,6.873476952,10.71175573,-2.429671147,-11.79387287,19.26218585
CBTS9 (179),Cow,6.976903506,1.185994628,1.136331891,20.72506309,7.736574771,21.65102121,11.11857372,11.25320439,6.810988975,10.49548098,-2.253467841,-10.97882163,18.62740235
CBTS9 (18),Cow,7.459465284,1.0392116,1.002450627,20.12919098,8.309560028,21.0314897,10.36394939,11.53960789,6.864052371,10.91847142,-2.632817733,-12.70715538,19.85818645
CBTS9 (180),Cow,6.734150277,1.203634823,1.181217566,20.73384101,7.757081329,21.6604614,11.07217814,11.4978662,6.956031386,10.41613548,-2.190823305,-11.15444566,18.88885876
CBTS9 (181),Cow,6.572020146,1.164299439,1.196523849,20.59039355,7.896630434,21.51153993,10.83684478,11.77802907,7.079595835,10.49047461,-2.273827836,-11.78003589,19.44047387
CBTS9 (182),Cow,7.552329019,0.953990755,1.011790476,20.37103024,8.031714797,21.28241061,10.74534198,11.09964169,6.567085204,11.30299053,-2.93407847,-13.01861092,19.77763027
CBTS9 (183),Cow,6.430866159,1.193790306,1.254710372,20.85389081,7.680609534,21.78519988,11.17838843,11.66142525,7.036826987,10.42648877,-2.210004738,-11.44966988,19.17483975
CBTS9 (186),Cow,7.442432356,1.142503361,1.058993322,20.70552632,7.721201913,21.63105525,11.1992942,10.82235846,6.544029,10.50903083,-2.30593713,-10.35836341,17.90566571
CBTS9 (187),Cow,7.153033586,1.203320512,1.069784698,20.36839015,8.028494872,21.27930846,10.65109183,11.41637879,6.922161932,10.35504068,-2.147941348,-10.77938224,18.5839474
CBTS9 (188),Cow,7.494011949,1.208687078,1.013529235,20.32112166,8.044710927,21.23047197,10.65904973,11.146481,6.778709946,10.36523712,-2.154366495,-10.37465977,18.14565474
CBTS9 (19),Cow,7.765096854,0.840563447,0.968978763,20.20808266,8.215625824,21.11391901,10.56618981,11.12361211,6.498132474,11.93530117,-3.424781087,-14.91790274,20.83573586
CBTS9 (190),Cow,5.900534063,1.308521425,1.360054898,20.73374335,7.824563616,21.66056145,10.89534923,12.23964181,7.42457287,9.965395491,-1.849965097,-11.16268323,19.31590362
CBTS9 (191),Cow,6.281087284,1.270299709,1.325168945,21.17911144,7.424948817,22.12460484,11.63111393,11.42671028,6.948000708,10.10760074,-1.969508176,-10.4325249,18.34987928
CBTS9 (194),Cow,6.539132344,1.065400267,1.225367153,20.78229676,7.742032484,21.71115328,11.11905939,11.58890959,6.914232642,10.94597138,-2.622051103,-12.74190442,19.9270203
CBTS9 (195),Cow,6.972293878,0.951344338,1.168168737,20.99570842,7.555730592,21.93327229,11.48628839,11.15691073,6.58562307,11.32620217,-2.96220944,-13.25891039,19.94356249
CBTS9 (196),Cow,8.647983927,0.983473862,0.852333163,20.0789558,8.230086668,20.97872591,10.54743595,10.47253034,6.254092392,11.18541029,-2.836468442,-11.63413262,18.54071935
CBTS9 (197),Cow,7.317153438,1.142130847,1.021241117,20.12981971,8.255019364,21.03088878,10.34653578,11.53528554,6.932333879,10.39785431,-2.240398533,-11.12917312,18.84922781
CBTS9 (198),Cow,8.013872566,1.020942784,0.935982538,20.22105425,8.123132813,21.12672032,10.62254433,10.83668467,6.469821726,10.9027437,-2.644613246,-11.47209709,18.64750331
CBTS9 (199),Cow,7.472731065,1.016422144,0.930320133,19.39148597,9.018808164,20.26297474,9.488332405,11.72616925,6.970908189,11.17795862,-2.790691882,-13.4393339,20.41146344
CBTS9 (2),Cow,5.799066739,1.341489108,1.269225122,19.79863823,8.788617323,20.68561338,9.608858533,13.21011004,7.974668022,9.713725021,-1.663023055,-11.90733575,20.28348951
CBTS9 (20),Cow,6.526124212,1.097968269,1.227584775,20.7720996,7.797363531,21.70055888,11.05430715,11.81618029,7.045803082,10.71133031,-2.467180917,-12.5250782,19.90796319
CBTS9 (200),Cow,7.152510916,1.148599436,0.987658201,19.52811496,8.932659623,20.40462492,9.54824007,12.10523609,7.254066849,10.47190363,-2.270560728,-12.12944948,19.83166456
CBTS9 (201),Cow,7.926152953,0.963299778,0.850770389,19.13093403,9.233609747,19.99197171,9.290593957,11.30845236,6.70310775,11.24251503,-2.879748503,-13.07799706,19.94000128
CBTS9 (203),Cow,7.289905576,0.859491924,0.871632578,18.50239184,9.985108856,19.33650051,8.553067408,11.67613171,6.844509154,11.75486355,-3.268300163,-15.03486929,21.21862591
CBTS9 (204),Cow,8.277268978,1.044970081,0.882743571,19.96508664,8.364358209,20.85945395,10.31085934,10.90011947,6.531038168,10.88501827,-2.605498406,-11.42896948,18.6766572
CBTS9 (205),Cow,6.530468472,1.137897355,1.21627281,20.69817986,7.793449538,21.62279652,10.97611431,11.7046915,7.015162833,10.35008684,-2.224409088,-11.37028664,19.100009
CBTS9 (207),Cow,8.581760291,0.919269139,0.86191321,20.09630111,8.269161324,20.99673144,10.54235149,10.63382907,6.297410187,11.51923263,-3.088405697,-13.02107236,19.50888359
CBTS9 (208),Cow,7.524037776,1.062788773,1.04203708,20.64992246,7.780002346,21.5731459,11.12987926,10.85341893,6.504533727,10.77915671,-2.533538679,-11.21834126,18.50235002
CBTS9 (209),Cow,7.059821248,1.237297096,1.1042176,20.55023352,7.913228289,21.46887113,10.86302082,11.44955477,6.951904887,10.2210886,-2.049787904,-10.56416606,18.45298759
CBTS9 (21),Cow,6.685224305,1.08728171,1.132390932,20.18401043,8.324063033,21.08798859,10.285705,12.16179697,7.233222455,10.72381426,-2.4736618,-13.02781455,20.39320858
CBTS9 (210),Cow,7.272085977,1.10967149,1.042568932,20.25935553,8.227638953,21.16613263,10.49966728,11.60138877,6.945454861,10.7122378,-2.446331316,-12.20522201,19.60515791
CBTS9 (211),Cow,8.234244924,1.006208988,0.910577022,20.2194763,8.179589774,21.1244768,10.63177242,10.8374739,6.469324886,11.09532737,-2.763422355,-12.04997996,19.04408292
CBTS9 (213),Cow,8.053969951,1.040375714,0.926045788,20.16019155,8.206470289,21.06243819,10.5299582,10.94080173,6.548658499,10.89741349,-2.61384621,-11.60862579,18.82274051
CBTS9 (214),Cow,7.096249221,1.127528985,1.124691034,20.80533129,7.676476448,21.73479089,11.26209226,11.07179101,6.665251026,10.50609935,-2.315650091,-10.85014618,18.39186389
CBTS9 (215),Cow,6.595537802,1.051395984,1.215095861,20.79307694,7.721029261,21.72241557,11.13527492,11.55430789,6.872703276,10.81373417,-2.573798679,-12.37940344,19.654837
CBTS9 (216),Cow,6.671119821,1.180581503,1.186461253,20.67621968,7.810211223,21.59933862,10.9543645,11.67284223,7.034813227,10.17403798,-2.082801016,-10.81243907,18.71413108
CBTS9 (217),Cow,8.526399317,0.929319315,0.872089346,20.15525012,8.18551153,21.05783675,10.6248622,10.54662532,6.260770667,11.43569912,-3.030042799,-12.52205839,19.14928782
CBTS9 (218),Cow,7.848564693,0.909347014,0.96656559,20.312771,8.085487972,21.22171402,10.71343422,10.9639717,6.462054498,11.48857794,-3.08646277,-13.37852406,19.8987105
CBTS9 (219),Cow,6.904963986,1.201795524,1.081277023,20.07637066,8.374616819,20.97548066,10.17810364,12.02477551,7.246156734,10.19746407,-2.062401721,-11.35825161,19.29871851
CBTS9 (22),Cow,6.922817769,1.080355237,1.101032391,20.28816771,8.168023963,21.19642279,10.47965271,11.80787141,7.035999353,10.70609886,-2.47135473,-12.48076452,19.86994419
CBTS9 (221),Cow,6.301013596,1.082027682,1.300911059,21.0039187,7.572323271,21.94140997,11.36210311,11.66993343,6.958525914,10.65362981,-2.447739187,-12.17188386,19.59637983
CBTS9 (223),Cow,6.200169065,1.200945725,1.286234221,20.6982958,7.841518072,21.62367741,10.89819556,12.05883016,7.261985023,10.25736733,-2.1086167,-11.59111615,19.47463173
CBTS9 (224),Cow,5.244316286,1.383742535,1.492434377,20.36581415,8.238096723,21.27691539,10.2399632,13.24023639,8.04442898,9.569406537,-1.547278634,-11.48643636,20.05500502
CBTS9 (23),Cow,6.35128928,1.120753847,1.211277851,20.32085307,8.195084106,21.23060072,10.4063942,12.31337646,7.344016402,10.59969165,-2.36926702,-12.89283087,20.40392329
CBTS9 (24),Cow,6.882738027,1.112608934,1.130759969,20.50922496,7.95779449,21.42703246,10.77963993,11.61949476,6.956881206,10.58230817,-2.373891575,-11.84806698,19.37489618
CBTS9 (26),Cow,6.300063191,1.112705944,1.294256131,20.94059598,7.64991756,21.87614856,11.25832958,11.80426058,7.054238614,10.58773803,-2.381381559,-12.26370895,19.74381268
CBTS9 (27),Cow,5.852263905,1.209680451,1.429379401,21.15442271,7.557411161,22.09882709,11.40799376,12.27943367,7.374104602,10.15782316,-2.052495841,-11.95480279,19.82103357
CBTS9 (29),Cow,6.179095881,1.145545576,1.383262651,21.42670093,7.344240555,22.38265213,11.87433817,11.77638981,7.056276876,10.449315,-2.276973068,-12.08828403,19.62731504
CBTS9 (3),Cow,5.940903168,1.225954754,1.315182099,20.43604078,8.152141565,21.35068514,10.46695241,12.63212928,7.576126259,10.15055626,-2.024029084,-12.25599761,20.19093693
CBTS9 (30),Cow,5.414358027,1.315839813,1.5113931,20.85308197,7.847268031,21.7854526,10.89686856,12.91056509,7.786754171,9.743497012,-1.725277989,-11.81116137,20.06916918
CBTS9 (33),Cow,5.566524931,1.28722979,1.474316964,20.91719217,7.739178096,21.85148861,11.04056,12.58681737,7.589409951,9.844920138,-1.803157305,-11.56934552,19.74245756
CBTS9 (34),Cow,5.610307373,1.333755516,1.502125494,21.20906513,7.517272334,22.15518433,11.43407647,12.42429249,7.532721018,9.664587391,-1.661285651,-11.03648162,19.31772112
CBTS9 (36),Cow,5.591012841,1.326809642,1.441463148,20.73104525,7.900514524,21.65700627,10.78796804,12.68966938,7.670459646,9.58800132,-1.627393078,-11.07465282,19.46072924
CBTS9 (37),Cow,5.402594829,1.3060535,1.477359891,20.59422704,8.033259355,21.51490437,10.56550133,12.9814915,7.816878776,9.643657123,-1.672891771,-11.6365775,19.97715294
CBTS9 (38),Cow,5.603959751,1.285611674,1.432401037,20.68611168,7.929541068,21.61058968,10.73515963,12.70865077,7.65650714,9.791118211,-1.76960361,-11.57599421,19.80337941
CBTS9 (39),Cow,6.061896678,1.370390157,1.170739605,19.46547287,9.099774944,20.33936497,9.261056306,13.10789659,7.950763341,9.685946008,-1.627166511,-11.55917974,20.02935697
CBTS9 (4),Cow,5.630415695,1.337484561,1.387860226,20.3950048,8.250850336,21.30770163,10.33782174,12.99537941,7.848896115,9.752287809,-1.698454166,-11.78063559,20.09789922
CBTS9 (40),Cow,6.016634259,1.188062871,1.179706377,19.44140065,9.191066342,20.31484499,9.240071473,13.17674242,7.868054903,10.44286692,-2.214220463,-13.43552504,21.15536369
CBTS9 (41),Cow,5.736466999,1.329735445,1.272214163,19.70777911,8.854025229,20.59207617,9.491069675,13.27041793,8.002049841,9.61256744,-1.6249031,-11.74342047,20.19595916
CBTS9 (42),Cow,5.791313104,1.228868919,1.364207287,20.53970668,8.052014853,21.4580812,10.57397396,12.66665301,7.59483457,9.946395537,-1.911238766,-11.87875999,19.95757675
CBTS9 (43),Cow,6.38344614,1.204577759,1.210619535,20.38823516,8.09355395,21.30059107,10.49872293,12.17940257,7.311843485,9.990198946,-1.959751937,-11.25544317,19.28355515
CBTS9 (44),Cow,7.307075508,1.103819882,1.019518681,20.09288884,8.292190232,20.99312218,10.29355001,11.59494133,6.937179539,10.54049813,-2.361732618,-11.64719591,19.21837127
CBTS9 (45),Cow,6.482514285,1.171582908,1.209491158,20.55172906,7.93634504,21.47033879,10.7440181,11.95373448,7.178904847,10.22298506,-2.117620586,-11.40210872,19.269182
CBTS9 (46),Cow,6.602276442,1.162297165,1.174305009,20.44138204,8.048090825,21.35594989,10.61497387,11.9684575,7.172853887,10.28007036,-2.163845291,-11.61098609,19.40927755
CBTS9 (48),Cow,6.361958699,1.288669413,1.236218209,20.58153929,7.90887427,21.50195996,10.77036523,11.95856215,7.246876774,9.633194224,-1.688979042,-10.07007748,18.34253801
CBTS9 (49),Cow,6.423877243,1.234348013,1.238223908,20.70196756,7.814768146,21.62719764,10.94953267,11.83729883,7.152775896,9.99453303,-1.933844982,-10.73398356,18.76459311
CBTS9 (50),Cow,6.171942413,1.28926311,1.303192621,20.79784744,7.734284447,21.72715865,11.03611078,11.93515836,7.238918212,9.766322614,-1.764053321,-10.30018192,18.51472012
CBTS9 (51),Cow,6.344874862,1.132290209,1.296152048,21.04579706,7.542053946,21.98559719,11.41809584,11.64155571,6.971858702,10.45747867,-2.296135683,-11.63989215,19.24627872
CBTS9 (52),Cow,6.0386109,1.270924446,1.388190206,21.22577253,7.408567377,22.17334108,11.62231902,11.68975364,7.086494068,9.873276201,-1.840428522,-10.38978115,18.44470512
CBTS9 (57),Cow,6.600946537,1.221950207,1.155598581,20.27702436,8.166261549,21.18513678,10.39636795,12.05569609,7.25916901,9.999011113,-1.944459868,-11.05380858,19.09192541
CBTS9 (58),Cow,6.512340458,1.157446696,1.166325843,20.21172079,8.266709376,21.11716427,10.28707892,12.24673048,7.3180107,10.30865045,-2.179756837,-12.12991939,19.88895835
CBTS9 (59),Cow,6.463313464,1.193018112,1.230913808,20.70749803,7.801155814,21.63351655,10.97066657,11.77980426,7.08033732,10.1093616,-2.045906519,-11.01262471,18.9023052
CBTS9 (60),Cow,6.719689205,1.076249801,1.127792304,20.20776216,8.249355125,21.11299028,10.33416308,12.03138044,7.149441136,10.69054923,-2.473462052,-12.71791581,20.12367917
CBTS9 (62),Cow,6.517955443,1.123699052,1.133658703,19.9168262,8.590563149,20.80987801,9.889847287,12.54550406,7.465330135,10.42556563,-2.271264502,-12.76492792,20.42562103
CBTS9 (63),Cow,6.444485608,1.217414043,1.142803569,19.88280098,8.607325289,20.7740736,9.82857853,12.61511351,7.569925047,10.03851351,-1.967128294,-11.90347255,19.95373413
CBTS9 (64),Cow,6.700593653,1.198120809,1.054946959,19.49066217,8.999324676,20.36587728,9.395043585,12.60886029,7.561777836,10.08552472,-2.005734854,-11.9571933,19.98079473
CBTS9 (65),Cow,6.859881454,1.207996371,1.013558366,19.3398163,9.170495486,20.20886571,9.249600451,12.52755158,7.520764486,10.04127093,-1.972833988,-11.78122766,19.82681862
CBTS9 (66),Cow,7.246790955,1.191349549,0.965048626,19.43862014,8.993105358,20.31183026,9.443344358,12.11140271,7.287942324,10.1678562,-2.059202549,-11.45387614,19.40162214
